"replicate","p_value","mean_diff","CI_lower","CI_upper","median_diff","CI_median_lower","CI_median_upper","log_ratio","CI_log_lower","CI_log_upper"
40,0,2.81409131520757,0.609875207382909,8.12060387658583,2.25297751093064,0.609875207382909,8.12060387658583,1.96075562856729,0.925397153162424,3.12776165959634
20,5e-04,2.40972877003778,0.512237479410546,7.16006751335689,1.92367017072135,0.512237479410546,7.16006751335689,1.92581355972398,0.902113842464678,3.09485800863179
6,0.0015,2.0703305369119,0.386861531549437,6.36025612656366,1.60317767171021,0.386861531549437,6.36025612656366,1.72232913079808,0.71196592690866,2.92651494331016
12,0,2.74380761625765,0.611046482495997,8.88383059427037,2.12505899045584,0.611046482495997,8.88383059427037,1.9845393458544,0.995581929833721,3.25684798548258
8,0,2.55928385634844,0.594081495206953,8.12435122890708,2.03557894007614,0.594081495206953,8.12435122890708,2.02492253658313,1.03286642188177,3.27161132662423
44,0,2.77116799598778,0.652297581154311,8.60405457381981,2.13001626277444,0.652297581154311,8.60405457381981,2.02730956138274,1.05220282617884,3.24632041652446
1,0,2.75014408968504,0.602473121271657,8.3120287171012,2.14586917985751,0.602473121271657,8.3120287171012,2.06174261433141,1.03880221797992,3.27193454368908
27,0,2.5509469666187,0.567514311187227,7.64819682029928,2.07222904922604,0.567514311187227,7.64819682029928,1.95321202510359,0.952336765846409,3.13884175755542
3,0,1.96249403085361,0.412468456308242,6.19420636960678,1.50230185377648,0.412468456308242,6.19420636960678,1.81340232531381,0.839522553000302,3.04572833764247
5,0,2.36309395976553,0.479318686344876,7.53333437411558,1.85054514217998,0.479318686344876,7.53333437411558,1.91115847261902,0.873751005795382,3.16785071881503
11,0,2.22779297085777,0.458398043838738,6.76399742646277,1.72783048552699,0.458398043838738,6.76399742646277,1.90106004780337,0.874634930473032,3.11381337649573
38,0,2.12373735025528,0.449352081790244,6.7898871105965,1.61361701170354,0.449352081790244,6.7898871105965,1.8220479115839,0.833096677971549,3.02052507195677
18,5e-04,1.71431960215936,0.318334846005308,5.62608825211022,1.3188046464688,0.318334846005308,5.62608825211022,1.64264076612671,0.679476102643793,2.89596086857956
29,0,2.55000430241932,0.587739723157639,7.89157542566554,2.02327987426104,0.587739723157639,7.89157542566554,1.98602138419532,0.999349250855093,3.20990837160723
24,0,2.14050098550778,0.423965866393011,7.00699451458687,1.61848605379384,0.423965866393011,7.00699451458687,1.7608038233278,0.774697512679996,3.03436239631064
22,0,2.33616650622111,0.459704507998572,7.2088671927443,1.86367287746146,0.459704507998572,7.2088671927443,1.88521976671804,0.841779065455024,3.10451584268062
28,0,2.52709571006324,0.548903854291597,7.22402035423842,1.92619685980129,0.548903854291597,7.22402035423842,2.03759142926935,1.00852962259947,3.22338146018687
14,0,2.52831706639236,0.533252264160717,8.03153664170833,1.95452768104639,0.533252264160717,8.03153664170833,1.97201744521297,0.945338425207418,3.24552540912523
43,0,2.2952338882491,0.442816587073651,7.12948937581136,1.77920198161253,0.442816587073651,7.12948937581136,1.8189459794573,0.785129667385291,3.0676012329688
37,0,2.62084056989326,0.563388075562631,8.44917865716483,2.02701661147363,0.563388075562631,8.44917865716483,2.03163839929392,0.988792452118757,3.31048816505737
48,0.0025,1.8564994906926,0.299078239235426,5.90418112724121,1.42308448924919,0.299078239235426,5.90418112724121,1.57304687598184,0.556770154819502,2.77357551241491
58,0,2.62225474956624,0.643843522743702,8.17487961074832,2.00450684596226,0.643843522743702,8.17487961074832,2.0604641805853,1.10850591433699,3.28333739737559
19,0,2.66295506125807,0.602424662024282,8.27011086575265,2.085036272469,0.602424662024282,8.27011086575265,2.04806441748213,1.02712041662866,3.31274144863142
53,0.001,1.86265809321054,0.310150071796008,5.81990937414207,1.45045577178386,0.310150071796008,5.81990937414207,1.6925312189785,0.642020663816361,2.9083814340171
13,0.0025,2.04482473996561,0.33842723417933,6.65169386523677,1.55890591056812,0.33842723417933,6.65169386523677,1.66346139849557,0.617933062487951,2.92399413655532
4,5e-04,2.17505697549005,0.459721765186737,6.89829020831888,1.68881731321042,0.459721765186737,6.89829020831888,1.86256455184611,0.872144513115971,3.10987314605939
45,0,2.42599647007268,0.527601862549838,7.38468841385733,1.94201583309167,0.527601862549838,7.38468841385733,1.94111913453944,0.940191470034294,3.14543212399808
55,0,2.64112277399958,0.681812545535042,8.05041639223154,2.11442300553158,0.681812545535042,8.05041639223154,2.07146433882753,1.14115303559498,3.29805575243095
30,0,2.17490753247675,0.379538048698691,7.18891838669964,1.66769153166975,0.379538048698691,7.18891838669964,1.75401029559134,0.71369187898375,3.02855184270191
39,0,2.63683875350005,0.59257422946164,8.18326945496196,2.09445017930638,0.59257422946164,8.18326945496196,2.02690536510204,1.02746668383859,3.2656790341789
34,0,2.32826021992465,0.382578037950509,6.62203233293839,1.86795633303393,0.382578037950509,6.62203233293839,1.97634978365314,0.821599596846313,3.11335681734338
35,0,2.41929909670085,0.517436826781818,6.98491324951613,1.92272151318618,0.517436826781818,6.98491324951613,1.99179396456983,0.968297298258307,3.18219138965219
16,0,2.72325807445527,0.635639902776296,8.64441332354044,2.10241194360548,0.635639902776296,8.64441332354044,2.03214671623372,1.04772616444092,3.29822477390734
7,0,2.36227205939103,0.500189507443969,7.56636040815213,1.82588430614939,0.500189507443969,7.56636040815213,1.93966335813002,0.931596493008843,3.19596222635014
