"replicate","p_value","mean_diff","CI_lower","CI_upper","median_diff","CI_median_lower","CI_median_upper","log_ratio","CI_log_lower","CI_log_upper"
247,0.188,-0.00692409385258858,-0.414521642585918,0.502607022392267,-0.0247387131492953,-0.414521642585918,0.502607022392267,-0.0360085014790354,-1.12703624382754,1.2679498995258
334,0.2175,-0.0159256802764429,-0.380843944641664,0.434646285351409,-0.0266096102290207,-0.380843944641664,0.434646285351409,-0.0546595215135121,-0.975556227655621,0.967536966732283
297,0.5265,-0.157779678283114,-0.446818114491527,0.148918050905706,-0.158510395510178,-0.446818114491527,0.148918050905706,-0.600723545039876,-1.60648049951332,0.587841780588342
311,0.0580000000000001,0.00106270386488435,-0.31394963519821,0.357397157422448,-0.00536011860792969,-0.31394963519821,0.357397157422448,0.0645428958518613,-1.12906341999966,1.73669723839666
323,0.461,0.0681943757129653,-0.315172151020561,0.519051754843523,0.0549895892861407,-0.315172151020561,0.519051754843523,0.38815754749347,-1.03031451746411,3.0133122038047
360,0.7195,-0.16899856995471,-0.536950005451157,0.273347581953981,-0.178149664865154,-0.536950005451157,0.273347581953981,-0.493415145821184,-1.53557837647557,0.611579221442048
351,0.703,0.216338948029003,-0.216108610068715,0.792979685296472,0.189465591915504,-0.216108610068715,0.792979685296472,0.561412062877247,-0.51516644402155,1.96862813836176
239,0.9895,0.10534061360406,-0.224758013270956,0.449946088794915,0.107988400222455,-0.224758013270956,0.449946088794915,1.04518965815485,-0.932208001656066,5.59393530817099
272,0.9925,0.126928418875926,-0.162183924408094,0.57550810082917,0.101328070044837,-0.162183924408094,0.57550810082917,0.31972267150877,-0.534557263465391,1.2732372300194
261,0.9935,-0.0860539704855671,-0.348983601959518,0.205547194792474,-0.0914040742100812,-0.348983601959518,0.205547194792474,-0.324246439636357,-1.26794150082676,0.782794979562712
366,0.8965,0.165949980391609,-0.208359369774329,0.682339227557815,0.142285062270491,-0.208359369774329,0.682339227557815,0.479688777835222,-0.624331599817935,1.96906014382677
