"ReplicateNumber","S_Value"
394,0.637529833877012
331,0.546858707057798
314,0.428982628085249
371,0.419766116662517
404,0.359081314691274
402,0.583637170577222
403,0.192286074972162
415,0.256899013833862
420,0.238607489316386
421,0.676025525653757
417,0.300109063044164
418,0.626833682779142
419,0.262266895687661
416,0.494980693476816
411,0.486276718642797
407,0.54606441410367
406,0.564814464316903
413,0.305095999630754
412,0.315822529748552
414,0.670249631884405
410,0.715742062346431
401,0.407259828836699
408,0.248754313046978
409,0.746130963880748
430,0.436323538996584
422,0.611476721938195
429,0.323147446075934
432,0.23263576970176
426,0.202833476182636
428,0.666016226960959
427,0.342069607245822
405,0.498367309494958
425,0.357919205347088
423,0.894222299009831
424,0.375703702214001
440,0.815520041258345
439,0.855098991994397
436,0.482693027622624
434,0.571101883006599
437,0.719707697769908
435,0.571451063951943
433,0.423430234952603
438,0.702912256499096
431,0.272812973545885
445,0.634975053877794
442,0.245904444408453
450,0.840026947336787
441,0.605145088855874
444,0.205791817558312
443,0.328915417702668
449,0.523580850119917
447,0.665126829100567
448,0.601277410693573
446,0.418147694476679
451,0.465705500232416
454,0.862785415299023
455,0.51917351477672
453,0.768721915069706
452,0.838695652462007
456,0.555917046002931
474,0.900519429508259
471,0.776255145243362
469,0.411439202098914
472,0.360108789617015
470,0.378804599657253
473,0.410885878204586
459,0.564263312500835
458,0.446006517589589
457,0.524996025957711
467,0.253671154485036
468,0.801442382389849
465,0.712164914349407
463,0.68345743668871
464,0.520944437163435
462,0.885603320477959
466,0.653905597322164
461,0.715821145277504
460,0.314505208105774
475,0.700973180903194
477,0.58531183535288
476,0.344535674967529
487,0.541902246707492
494,0.550967370329786
488,0.158608254641919
486,0.234080566569041
485,0.611432205285316
490,0.470085205167969
489,0.387897343736996
493,0.356609824126295
484,0.820212394633689
492,0.49022350264319
483,0.609457790965438
482,0.733776758051908
491,0.515951793888155
480,0.70135244143675
478,0.765883406620769
496,0.524278027650873
495,0.683005382631022
498,0.470423216621754
481,0.716505060927442
500,0.463519516015389
497,0.608801471265293
499,0.565071853899019
479,0.607914144883992
