"ReplicateNumber","S_Value"
195,0.396019322459335
176,0.820624142594606
174,0.426155097465487
179,0.419566604244933
173,0.673739924468698
183,0.679722585430569
188,0.314634734060407
152,0.589988620611207
212,0.652034960791909
187,0.365994998138644
155,0.23028443870051
168,0.462296803014204
156,0.511655760004354
219,0.398799865135907
221,0.646366736092898
207,0.628495299778861
222,0.587116694843042
223,0.419302732329618
242,0.628864608935468
226,0.72297017871937
216,0.610997631144748
228,0.224119679561755
205,0.496249114222872
166,0.772324893654631
246,0.6367122495504
211,0.415061018424138
247,0.319774196710974
241,0.418011528712463
162,0.284593821218576
249,0.490618394585686
229,0.712598995430711
235,0.743499900143214
236,0.417971575766542
210,0.254857391874778
206,0.751038618765331
209,0.514684769966659
208,0.533095248899548
164,0.459460060424816
185,0.671400609110883
238,0.591329214748679
161,0.483087525507799
165,0.668950245166031
225,0.661397705949852
227,0.25966961919398
160,0.630056113143196
202,0.729709684167518
201,0.306420966989377
224,0.212684104417756
233,0.252252096845019
244,0.680021547744069
214,0.229139384217471
204,0.751322454778506
220,0.336641385377617
154,0.372612721843839
157,0.360709810687249
217,0.21456111725927
153,0.407511454243709
243,0.454603727279002
240,0.556921759364354
218,0.317844301533813
230,0.268399863988688
294,0.583515207809175
234,0.241155788254628
163,0.525619387292602
203,0.480912530998304
159,0.680632672773994
215,0.342193680918081
245,0.299459601713172
295,0.910770873753081
293,0.657403215140798
255,0.701141709706077
231,0.685856726735789
264,0.349957835544998
276,0.682291561266799
259,0.791638036370065
260,0.372606918232421
237,0.282483886066264
261,0.205824712367857
158,0.58327321696907
239,0.315831998576567
257,0.612346645572461
266,0.460677858888606
269,0.610840970955188
283,0.441354762553146
284,0.457721142494062
271,0.389708845417964
268,0.15675488075194
262,0.513525064195741
285,0.630997373131564
291,0.569200946787029
280,0.497659117985973
199,0.674407870315882
288,0.670244061539767
296,0.328166131250136
290,0.548866576586486
200,0.460415866058851
289,0.542040859273106
265,0.444289208863315
251,0.730083171926295
253,0.566036767674022
263,0.456830799862225
275,0.304703460697158
298,0.653898876326859
300,0.253357997004344
292,0.356376653786668
297,0.818083962414331
254,0.280937735852944
256,0.309635147974862
252,0.281394462853536
299,0.634239796815891
