"replicate_number","estimated_QST","p_value_pos","p_value_neg","p_value"
150,0.702920921640533,0.145854145854146,0.855144855144855,0.339
121,0.640825264729291,0.354645354645355,0.646353646353646,0.753
129,0.527047793509278,0.761238761238761,0.23976023976024,0.414
125,0.7762506352961,0.010989010989011,0.99000999000999,0.087
103,0.705980339261156,0.135864135864136,0.865134865134865,0.354
127,0.597147197781885,0.478521478521479,0.522477522477522,0.897
139,0.634335103563554,0.34965034965035,0.651348651348651,0.79
140,0.45941197500757,0.92007992007992,0.0809190809190809,0.108
130,0.560282744222538,0.645354645354645,0.355644355644356,0.626
124,0.573927136857298,0.578421578421578,0.422577422577423,0.764
126,0.690998530659353,0.153846153846154,0.847152847152847,0.36
123,0.591022988185546,0.558441558441558,0.442557442557443,0.877
134,0.447647434921687,0.911088911088911,0.0899100899100899,0.121
135,0.57964130524944,0.575424575424575,0.425574425574426,0.78
133,0.548305181545468,0.724275724275724,0.276723276723277,0.507
132,0.688701275744689,0.16983016983017,0.831168831168831,0.415
137,0.702178261348766,0.128871128871129,0.872127872127872,0.317
131,0.512740144733721,0.799200799200799,0.201798201798202,0.318
138,0.622480149623937,0.42957042957043,0.571428571428571,0.886
136,0.509243517545525,0.81018981018981,0.190809190809191,0.294
102,0.454085134856871,0.918081918081918,0.0829170829170829,0.122
101,0.620121403805636,0.468531468531469,0.532467532467532,0.958
157,0.551660377572946,0.749250749250749,0.251748251748252,0.508
154,0.675106169121996,0.210789210789211,0.79020979020979,0.525
156,0.685348976770892,0.155844155844156,0.845154845154845,0.367
152,0.66403980025392,0.258741258741259,0.742257742257742,0.612
155,0.58800629220874,0.538461538461538,0.462537462537463,0.852
158,0.695102226867039,0.163836163836164,0.837162837162837,0.371
190,0.633568966144648,0.36963036963037,0.631368631368631,0.813
159,0.569968447559708,0.603396603396603,0.397602397602398,0.71
191,0.630328080555552,0.367632367632368,0.633366633366633,0.83
151,0.536163543364969,0.752247752247752,0.248751248751249,0.457
195,0.556158201902252,0.695304695304695,0.305694305694306,0.565
192,0.743242804743787,0.0549450549450549,0.946053946053946,0.174
167,0.572385660706618,0.634365634365634,0.366633366633367,0.653
193,0.564852390739484,0.634365634365634,0.366633366633367,0.712
196,0.398578870471541,0.969030969030969,0.031968031968032,0.035
153,0.828348343573688,0.003996003996004,0.997002997002997,0.029
168,0.623842499998326,0.394605394605395,0.606393606393606,0.815
166,0.567125291964471,0.656343656343656,0.344655344655345,0.633
200,0.552421494715985,0.682317682317682,0.318681318681319,0.581
169,0.596736734568345,0.501498501498502,0.4995004995005,0.918
194,0.54013473813165,0.729270729270729,0.271728271728272,0.509
161,0.72473569415717,0.0969030969030969,0.904095904095904,0.257
165,0.571714731284898,0.61038961038961,0.390609390609391,0.673
162,0.502205075681067,0.832167832167832,0.168831168831169,0.28
164,0.448679497377642,0.943056943056943,0.0579420579420579,0.067
160,0.472316222903902,0.882117882117882,0.118881118881119,0.177
198,0.503105180328552,0.834165834165834,0.166833166833167,0.267
197,0.559785114283491,0.654345654345654,0.346653346653347,0.629
199,0.762989198061775,0.028971028971029,0.972027972027972,0.113
163,0.609290233647156,0.493506493506494,0.507492507492508,0.988
178,0.484028649158496,0.855144855144855,0.145854145854146,0.217
170,0.670076103652953,0.215784215784216,0.785214785214785,0.495
179,0.414865261744204,0.962037962037962,0.038961038961039,0.042
177,0.411308264748317,0.966033966033966,0.034965034965035,0.037
171,0.462761429634451,0.922077922077922,0.0789210789210789,0.108
174,0.47340021039998,0.873126873126873,0.127872127872128,0.178
175,0.486578643740792,0.862137862137862,0.138861138861139,0.214
189,0.377101993085244,0.987012987012987,0.013986013986014,0.013
188,0.798465858284351,0.025974025974026,0.975024975024975,0.086
176,0.762894697692613,0.034965034965035,0.966033966033966,0.101
172,0.540413965945536,0.728271728271728,0.272727272727273,0.448
173,0.680369942284919,0.185814185814186,0.815184815184815,0.466
181,0.529197725543048,0.793206793206793,0.207792207792208,0.377
183,0.651712847705938,0.315684315684316,0.685314685314685,0.679
184,0.613524341835454,0.475524475524476,0.525474525474525,0.988
180,0.492959863199707,0.845154845154845,0.155844155844156,0.238
182,0.391682225078721,0.969030969030969,0.031968031968032,0.032
186,0.620048493468543,0.414585414585415,0.586413586413586,0.888
185,0.586779826082341,0.59040959040959,0.410589410589411,0.801
187,0.451366995885434,0.912087912087912,0.0889110889110889,0.112
201,0.615056045543436,0.47952047952048,0.521478521478521,0.929
208,0.670508971207678,0.261738261738262,0.739260739260739,0.569
205,0.519753486500326,0.782217782217782,0.218781218781219,0.4
204,0.44880532004761,0.921078921078921,0.0799200799200799,0.099
203,0.46778963115918,0.902097902097902,0.0989010989010989,0.139
207,0.592611534993876,0.498501498501498,0.502497502497502,0.979
206,0.527837911405125,0.745254745254745,0.255744255744256,0.425
202,0.411932686989141,0.953046953046953,0.047952047952048,0.05
244,0.611757916762988,0.488511488511489,0.512487512487512,0.997
242,0.668942735316413,0.281718281718282,0.719280719280719,0.564
247,0.587627976089516,0.556443556443556,0.444555444555445,0.851
246,0.254760393707298,0.999000999000999,0.001998001998002,0.001
241,0.417771888326978,0.956043956043956,0.044955044955045,0.053
245,0.697482938307689,0.143856143856144,0.857142857142857,0.342
243,0.532038425919344,0.76023976023976,0.240759240759241,0.406
218,0.643675121401382,0.298701298701299,0.702297702297702,0.651
213,0.586120278072461,0.56043956043956,0.440559440559441,0.8
219,0.629196366858766,0.414585414585415,0.586413586413586,0.882
220,0.679247886849962,0.218781218781219,0.782217782217782,0.462
216,0.662881540573281,0.261738261738262,0.739260739260739,0.566
210,0.624251733592773,0.454545454545455,0.546453546453546,0.901
209,0.369719326650054,0.984015984015984,0.016983016983017,0.016
217,0.584110140844856,0.549450549450549,0.451548451548452,0.831
215,0.82044760246696,0.003996003996004,0.997002997002997,0.025
214,0.591621576202665,0.567432567432567,0.433566433566434,0.864
212,0.729920444365321,0.0899100899100899,0.911088911088911,0.247
211,0.43551396303642,0.958041958041958,0.042957042957043,0.052
248,0.69500027624699,0.163836163836164,0.837162837162837,0.373
249,0.697430439000636,0.154845154845155,0.846153846153846,0.343
225,0.682200281102625,0.207792207792208,0.793206793206793,0.479
229,0.458754276142239,0.905094905094905,0.0959040959040959,0.134
222,0.382543183289516,0.975024975024975,0.025974025974026,0.027
221,0.647109270142768,0.273726273726274,0.727272727272727,0.64
239,0.506205537467285,0.819180819180819,0.181818181818182,0.301
250,0.830157004903661,0.001998001998002,0.999000999000999,0.03
228,0.589044487513631,0.536463536463537,0.464535464535465,0.855
230,0.672241021110502,0.227772227772228,0.773226773226773,0.518
227,0.586478238302747,0.557442557442557,0.443556443556444,0.84
240,0.614848632346406,0.434565434565435,0.566433566433566,0.99
226,0.480549879749756,0.876123876123876,0.124875124875125,0.18
224,0.584814617509611,0.548451548451548,0.452547452547453,0.859
223,0.688831902231482,0.168831168831169,0.832167832167832,0.384
234,0.624053698174982,0.453546453546454,0.547452547452547,0.909
232,0.531141561814469,0.753246753246753,0.247752247752248,0.441
235,0.477681120103186,0.907092907092907,0.0939060939060939,0.128
233,0.646152646538597,0.281718281718282,0.719280719280719,0.614
238,0.642628367520322,0.300699300699301,0.7002997002997,0.682
231,0.619387623543334,0.431568431568432,0.569430569430569,0.925
237,0.710894689959093,0.0899100899100899,0.911088911088911,0.273
236,0.774130482511711,0.012987012987013,0.988011988011988,0.079
